point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
5200,25256,24486,25213,24452,28542,27633,29318,28051
5201,25251,24495,25218,24450,28543,27636,29309,28040
5202,25250,24502,25220,24467,28542,27613,29302,28042
5203,25246,24505,25217,24469,28533,27633,29302,28042
5204,25243,24510,25219,24470,28524,27639,29308,28044
5205,25242,24498,25223,24460,28542,27633,29314,28059
5206,25247,24501,25221,24461,28533,27620,29307,28050
5207,25252,24480,25222,24460,28526,27621,29315,28025
5208,25243,24479,25228,24461,28528,27614,29302,28010
5209,25249,24487,25231,24462,28530,27618,29302,28012
5210,25249,24510,25228,24474,28533,27620,29301,28037
5211,25246,24503,25224,24471,28531,27616,29308,28054
5212,25245,24496,25223,24467,28526,27629,29306,28054
5213,25254,24504,25211,24476,28530,27625,29308,28045
5214,25252,24499,25216,24476,28523,27620,29301,28036
5215,25248,24503,25217,24466,28523,27624,29304,28042
5216,25250,24487,25219,24462,28516,27634,29301,28044
5217,25248,24485,25221,24471,28522,27619,29304,28034
5218,25241,24506,25215,24477,28514,27616,29301,28031
5219,25241,24492,25218,24463,28510,27610,29303,28018
5220,25242,24487,25224,24455,28515,27609,29297,28029
5221,25248,24499,25218,24449,28517,27587,29300,28030
5222,25245,24497,25214,24457,28515,27601,29304,28028
5223,25248,24482,25216,24465,28512,27602,29304,28041
5224,25250,24481,25217,24468,28511,27586,29304,28039
5225,25250,24508,25222,24462,28508,27571,29301,28019
5226,25242,24514,25219,24475,28503,27577,29292,28013
5227,25245,24494,25219,24471,28510,27596,29292,28012
5228,25241,24488,25218,24460,28508,27606,29290,27994
5229,25241,24493,25220,24466,28504,27590,29288,28009
5230,25244,24489,25222,24466,28496,27573,29282,28012
5231,25247,24489,25222,24461,28496,27550,29275,28006
5232,25248,24487,25225,24469,28499,27541,29287,28002
5233,25245,24483,25232,24477,28497,27559,29286,28000
5234,25241,24496,25227,24472,28487,27565,29278,28004
5235,25246,24498,25220,24463,28489,27593,29278,27995
5236,25253,24487,25214,24453,28487,27620,29277,27978
5237,25251,24503,25221,24468,28493,27601,29277,27981
5238,25250,24508,25219,24467,28485,27573,29264,27964
5239,25244,24505,25216,24457,28484,27554,29251,27942
5240,25247,24503,25216,24464,28488,27579,29249,27935
5241,25251,24503,25216,24462,28486,27571,29250,27917
5242,25248,24503,25214,24462,28474,27564,29249,27900
5243,25252,24494,25214,24454,28480,27546,29245,27904
5244,25249,24502,25215,24459,28492,27534,29244,27925
5245,25253,24491,25218,24448,28488,27533,29238,27941
5246,25254,24495,25220,24458,28480,27529,29236,27939
5247,25253,24477,25217,24464,28477,27536,29251,27937
5248,25247,24488,25216,24460,28474,27544,29261,27940
5249,25247,24480,25224,24452,28472,27525,29261,27951
5250,25246,24472,25220,24465,28469,27523,29257,27967
5251,25246,24495,25212,24460,28464,27528,29257,27971
5252,25245,24496,25214,24476,28466,27523,29252,27970
5253,25243,24477,25216,24475,28476,27543,29250,27966
5254,25244,24471,25219,24472,28465,27531,29250,27958
5255,25243,24483,25226,24464,28460,27512,29243,27953
5256,25243,24495,25223,24451,28459,27510,29240,27971
5257,25250,24476,25222,24452,28462,27504,29246,27972
5258,25253,24476,25217,24466,28466,27502,29245,27968
5259,25247,24476,25219,24463,28464,27510,29243,27966
5260,25246,24471,25221,24466,28453,27503,29249,27969
5261,25245,24482,25223,24467,28450,27508,29248,27980
5262,25246,24491,25219,24461,28453,27510,29240,27978
5263,25253,24500,25219,24465,28460,27515,29240,27955
5264,25251,24492,25215,24467,28458,27524,29236,27941
5265,25250,24493,25215,24462,28456,27510,29235,27939
5266,25247,24500,25213,24459,28440,27506,29235,27948
5267,25250,24486,25225,24457,28442,27504,29235,27963
5268,25252,24489,25225,24461,28444,27504,29229,27958
5269,25249,24487,25225,24459,28452,27522,29231,27945
5270,25250,24486,25221,24475,28442,27523,29227,27958
5271,25251,24477,25220,24467,28439,27510,29222,27952
5272,25248,24474,25219,24461,28446,27522,29225,27945
5273,25248,24487,25225,24457,28440,27519,29225,27950
5274,25240,24494,25218,24467,28439,27510,29212,27960
5275,25244,24491,25215,24474,28436,27501,29217,27953
5276,25253,24486,25216,24460,28433,27503,29217,27946
5277,25245,24478,25221,24454,28436,27519,29223,27947
5278,25252,24488,25219,24458,28446,27520,29225,27952
5279,25252,24472,25219,24465,28442,27519,29220,27954
5280,25244,24468,25218,24473,28438,27498,29214,27945
5281,25244,24482,25220,24465,28434,27495,29212,27936
5282,25241,24502,25220,24470,28432,27494,29200,27934
5283,25247,24492,25219,24465,28430,27483,29199,27930
5284,25249,24500,25219,24467,28433,27487,29206,27922
5285,25247,24504,25225,24467,28434,27493,29210,27921
5286,25246,24505,25223,24450,28425,27491,29206,27922
5287,25241,24500,25230,24460,28419,27479,29198,27930
5288,25241,24486,25225,24469,28419,27483,29204,27935
5289,25248,24487,25217,24476,28425,27498,29208,27934
5290,25248,24480,25217,24475,28428,27504,29205,27930
5291,25253,24485,25222,24463,28432,27484,29201,27928
5292,25248,24484,25218,24464,28431,27478,29205,27931
5293,25251,24489,25216,24467,28422,27483,29207,27921
5294,25246,24496,25222,24452,28412,27481,29201,27938
5295,25251,24487,25223,24463,28413,27479,29187,27937
5296,25253,24492,25216,24461,28411,27463,29183,27924
5297,25244,24506,25220,24467,28414,27476,29190,27916
5298,25242,24495,25214,24477,28413,27494,29186,27915
5299,25247,24490,25209,24489,28414,27491,29184,27894
5300,25251,24489,25215,24490,28411,27477,29183,27903
5301,25248,24489,25213,24463,28418,27495,29179,27905
5302,25246,24489,25208,24468,28415,27508,29179,27893
5303,25248,24496,25216,24461,28414,27499,29178,27889
5304,25252,24493,25215,24454,28411,27480,29188,27878
5305,25252,24489,25216,24457,28411,27470,29187,27870
5306,25251,24498,25213,24468,28408,27481,29179,27870
5307,25241,24502,25219,24462,28413,27477,29183,27887
5308,25239,24494,25223,24451,28409,27475,29179,27903
5309,25249,24499,25222,24466,28401,27486,29178,27885
5310,25240,24511,25218,24459,28397,27474,29168,27870
5311,25241,24495,25217,24459,28398,27457,29169,27855
5312,25239,24484,25218,24467,28402,27460,29167,27864
5313,25249,24492,25229,24458,28389,27457,29166,27866
5314,25247,24490,25225,24483,28388,27462,29167,27858
5315,25245,24481,25223,24480,28397,27477,29161,27859
5316,25245,24487,25225,24474,28393,27470,29162,27862
5317,25245,24501,25220,24473,28387,27453,29165,27853
5318,25245,24501,25222,24462,28390,27449,29162,27847
5319,25254,24494,25217,24457,28385,27459,29164,27855
5320,25253,24504,25221,24461,28379,27447,29161,27859
5321,25252,24504,25222,24471,28389,27425,29163,27853
5322,25248,24492,25221,24485,28388,27424,29161,27857
5323,25244,24481,25221,24469,28390,27440,29157,27861
5324,25247,24490,25224,24453,28390,27453,29152,27852
5325,25250,24491,25215,24457,28401,27430,29152,27861
5326,25247,24505,25216,24462,28387,27431,29143,27854
5327,25245,24498,25221,24457,28383,27443,29152,27846
5328,25246,24489,25216,24463,28382,27447,29158,27856
5329,25244,24488,25216,24471,28379,27446,29147,27860
5330,25247,24491,25217,24463,28372,27448,29139,27853
5331,25245,24490,25214,24454,28374,27439,29136,27857
5332,25249,24488,25217,24461,28366,27445,29138,27846
5333,25248,24497,25221,24462,28369,27412,29139,27847
5334,25240,24512,25214,24470,28356,27394,29140,27840
5335,25249,24487,25208,24457,28355,27384,29137,27835
5336,25248,24494,25216,24470,28348,27387,29138,27828
5337,25246,24500,25219,24482,28356,27379,29131,27835
5338,25251,24507,25219,24481,28349,27384,29123,27848
5339,25249,24501,25228,24476,28354,27383,29132,27853
5340,25247,24503,25223,24484,28355,27360,29130,27844
5341,25250,24499,25227,24463,28342,27347,29127,27846
5342,25247,24494,25211,24461,28343,27353,29134,27831
5343,25252,24490,25206,24465,28339,27359,29133,27815
5344,25249,24496,25215,24469,28338,27368,29127,27833
5345,25248,24506,25221,24473,28345,27357,29118,27835
5346,25248,24502,25217,24475,28339,27356,29115,27823
5347,25240,24502,25213,24474,28345,27364,29123,27823
5348,25242,24507,25216,24476,28347,27393,29129,27838
5349,25247,24502,25218,24474,28350,27409,29124,27834
5350,25242,24500,25214,24473,28348,27423,29116,27846
5351,25243,24496,25219,24470,28359,27403,29121,27843
5352,25243,24499,25221,24462,28364,27387,29117,27828
5353,25244,24495,25224,24458,28355,27392,29121,27831
5354,25237,24505,25224,24445,28337,27410,29109,27811
5355,25242,24506,25223,24440,28340,27416,29097,27811
5356,25244,24497,25220,24454,28343,27428,29099,27822
5357,25248,24496,25220,24469,28340,27414,29105,27823
5358,25246,24499,25224,24474,28335,27405,29105,27845
5359,25252,24491,25217,24465,28339,27401,29108,27824
5360,25250,24479,25207,24459,28341,27414,29112,27813
5361,25251,24471,25215,24456,28331,27399,29111,27824
5362,25252,24473,25218,24467,28330,27378,29113,27797
5363,25251,24510,25221,24469,28342,27387,29101,27790
5364,25244,24503,25221,24472,28355,27396,29094,27810
5365,25248,24491,25216,24472,28351,27406,29091,27795
5366,25245,24493,25210,24458,28343,27411,29092,27784
5367,25247,24493,25216,24451,28339,27395,29097,27790
5368,25244,24482,25218,24453,28334,27399,29088,27804
5369,25246,24477,25225,24454,28333,27386,29083,27818
5370,25246,24482,25223,24469,28329,27376,29074,27813
5371,25247,24495,25217,24469,28317,27391,29081,27783
5372,25256,24498,25221,24471,28323,27392,29078,27782
5373,25252,24502,25224,24458,28324,27390,29078,27788
5374,25250,24497,25225,24468,28320,27378,29069,27776
5375,25246,24488,25230,24464,28322,27390,29076,27781
5376,25246,24477,25220,24467,28326,27391,29079,27782
5377,25250,24479,25223,24466,28336,27397,29080,27789
5378,25252,24497,25226,24465,28323,27389,29086,27795
5379,25250,24506,25223,24458,28323,27389,29081,27793
5380,25239,24509,25224,24462,28323,27375,29078,27793
5381,25240,24509,25220,24463,28319,27380,29074,27796
5382,25242,24503,25220,24460,28315,27388,29081,27788
5383,25246,24499,25219,24475,28320,27365,29094,27791
5384,25247,24502,25215,24464,28306,27382,29097,27776
5385,25249,24492,25214,24457,28317,27381,29090,27788
5386,25246,24497,25219,24471,28317,27358,29079,27787
5387,25248,24499,25225,24480,28313,27353,29077,27774
5388,25246,24498,25224,24494,28315,27371,29068,27776
5389,25254,24498,25218,24485,28312,27361,29061,27754
5390,25246,24506,25213,24470,28303,27363,29067,27746
5391,25240,24502,25212,24462,28302,27352,29062,27739
5392,25242,24498,25217,24470,28293,27354,29057,27747
5393,25247,24508,25223,24465,28298,27343,29057,27744
5394,25240,24517,25218,24449,28301,27332,29058,27743
5395,25248,24520,25220,24444,28302,27330,29051,27740
5396,25247,24522,25223,24442,28302,27338,29059,27741
5397,25250,24502,25228,24457,28308,27342,29056,27724
5398,25242,24495,25218,24459,28306,27336,29046,27707
5399,25251,24497,25216,24449,28300,27331,29051,27698
5400,25254,24477,25215,24463,28299,27335,29030,27678
5401,25250,24497,25222,24476,28300,27343,28973,27611
5402,25248,24508,25213,24472,28285,27331,28819,27467
5403,25251,24497,25211,24464,28280,27342,28557,27233
5404,25251,24495,25219,24462,28288,27335,28230,26925
5405,25254,24503,25218,24476,28296,27344,27983,26663
5406,25242,24514,25222,24483,28291,27341,27877,26558
5407,25239,24489,25218,24489,28289,27334,27841,26533
5408,25242,24485,25226,24486,28279,27306,27835,26536
5409,25243,24488,25224,24483,28289,27312,27845,26539
5410,25247,24498,25231,24464,28288,27337,27836,26537
5411,25248,24501,25222,24457,28294,27340,27842,26513
5412,25243,24497,25220,24465,28284,27323,27835,26510
5413,25250,24490,25212,24477,28296,27317,27826,26497
5414,25246,24491,25219,24454,28292,27316,27823,26503
5415,25254,24483,25226,24463,28274,27309,27816,26514
5416,25248,24498,25231,24471,28261,27315,27805,26505
5417,25247,24502,25226,24469,28273,27317,27815,26494
5418,25243,24489,25219,24467,28267,27311,27819,26509
5419,25242,24493,25220,24453,28271,27307,27815,26519
5420,25240,24497,25224,24463,28273,27284,27810,26522
5421,25252,24497,25223,24464,28264,27290,27820,26517
5422,25251,24472,25223,24491,28263,27293,27818,26516
5423,25246,24475,25220,24474,28274,27296,27820,26522
5424,25245,24473,25216,24460,28267,27292,27805,26515
5425,25251,24477,25220,24474,28257,27281,27815,26485
5426,25252,24474,25217,24480,28248,27292,27814,26496
5427,25251,24468,25224,24477,28265,27283,27804,26486
5428,25252,24476,25228,24476,28257,27283,27811,26478
5429,25243,24484,25225,24473,28257,27269,27809,26482
5430,25246,24492,25225,24467,28244,27272,27803,26486
5431,25244,24490,25232,24455,28243,27268,27806,26497
5432,25248,24496,25226,24460,28248,27259,27802,26511
5433,25247,24507,25225,24479,28240,27280,27811,26515
5434,25243,24514,25217,24473,28237,27283,27813,26506
5435,25247,24512,25214,24462,28245,27275,27813,26498
5436,25245,24499,25218,24453,28245,27280,27813,26513
5437,25249,24499,25220,24447,28253,27278,27806,26507
5438,25251,24503,25218,24456,28239,27276,27799,26482
5439,25250,24499,25211,24464,28240,27284,27798,26483
5440,25254,24488,25219,24469,28241,27289,27798,26492
5441,25258,24496,25217,24474,28236,27275,27802,26505
5442,25254,24502,25221,24471,28230,27260,27798,26503
5443,25257,24489,25226,24467,28241,27278,27802,26491
5444,25253,24482,25222,24462,28242,27277,27797,26487
5445,25252,24486,25218,24466,28240,27269,27793,26493
5446,25247,24482,25218,24463,28229,27268,27794,26485
5447,25247,24482,25219,24461,28227,27262,27799,26495
5448,25251,24497,25223,24470,28228,27272,27799,26493
5449,25245,24502,25220,24458,28238,27272,27796,26505
5450,25250,24507,25212,24468,28232,27265,27791,26509
5451,25244,24497,25217,24470,28229,27268,27794,26508
5452,25252,24485,25225,24480,28223,27275,27800,26497
5453,25247,24492,25226,24477,28226,27268,27790,26498
5454,25248,24492,25225,24481,28218,27277,27785,26494
5455,25246,24493,25225,24467,28223,27268,27774,26491
5456,25251,24482,25229,24471,28225,27268,27775,26471
5457,25247,24481,25221,24473,28228,27267,27779,26463
5458,25245,24486,25220,24458,28224,27270,27779,26468
5459,25251,24500,25222,24453,28218,27269,27780,26453
5460,25243,24496,25224,24469,28210,27269,27775,26443
5461,25249,24494,25223,24477,28213,27258,27767,26463
5462,25252,24494,25219,24465,28214,27242,27763,26455
5463,25248,24488,25220,24459,28209,27250,27769,26460
5464,25252,24499,25222,24462,28212,27257,27768,26464
5465,25254,24487,25219,24472,28207,27283,27766,26470
5466,25246,24485,25215,24486,28206,27271,27754,26464
5467,25245,24490,25221,24454,28210,27260,27753,26448
5468,25242,24503,25218,24445,28206,27264,27757,26455
5469,25252,24506,25225,24473,28215,27255,27758,26456
5470,25247,24502,25224,24476,28214,27272,27756,26461
5471,25255,24495,25219,24476,28217,27256,27756,26459
5472,25251,24490,25217,24470,28214,27252,27751,26453
5473,25243,24480,25216,24469,28213,27249,27754,26472
5474,25249,24492,25217,24461,28210,27250,27751,26449
5475,25252,24487,25218,24461,28205,27240,27761,26446
5476,25256,24480,25217,24466,28203,27264,27754,26462
5477,25252,24490,25219,24460,28207,27268,27744,26459
5478,25243,24487,25214,24468,28204,27252,27741,26429
5479,25247,24483,25219,24461,28206,27254,27738,26439
5480,25250,24486,25214,24455,28207,27265,27735,26434
5481,25251,24484,25215,24443,28204,27269,27734,26446
5482,25243,24491,25218,24460,28198,27259,27740,26457
5483,25251,24481,25210,24457,28196,27237,27742,26445
5484,25248,24485,25217,24470,28191,27259,27744,26455
5485,25246,24485,25223,24466,28200,27252,27735,26445
5486,25246,24494,25224,24452,28194,27233,27730,26437
5487,25250,24482,25221,24468,28193,27222,27732,26436
5488,25246,24473,25212,24456,28189,27203,27726,26429
5489,25252,24501,25222,24460,28189,27212,27726,26423
5490,25248,24492,25222,24472,28188,27225,27735,26426
5491,25249,24504,25217,24452,28180,27206,27735,26430
5492,25250,24507,25217,24447,28174,27207,27728,26422
5493,25257,24500,25218,24455,28176,27199,27727,26417
5494,25255,24488,25215,24471,28167,27191,27726,26429
5495,25245,24494,25223,24462,28174,27191,27721,26413
5496,25237,24494,25221,24466,28187,27181,27714,26422
5497,25250,24488,25226,24465,28180,27173,27729,26403
5498,25252,24498,25222,24456,28165,27173,27724,26405
5499,25256,24493,25223,24455,28160,27168,27718,26413
5500,25261,24504,25228,24447,28156,27158,27720,26403
5501,25256,24506,25229,24466,28156,27154,27721,26397
5502,25253,24497,25211,24459,28149,27146,27720,26401
5503,25248,24484,25219,24463,28156,27134,27721,26403
5504,25246,24495,25224,24463,28154,27129,27716,26387
5505,25251,24494,25222,24467,28151,27113,27720,26387
5506,25241,24495,25216,24472,28145,27107,27711,26399
5507,25245,24496,25221,24483,28137,27122,27713,26398
5508,25250,24494,25219,24474,28136,27132,27710,26398
5509,25245,24489,25221,24466,28148,27133,27703,26395
5510,25246,24496,25218,24472,28152,27159,27698,26396
5511,25240,24496,25221,24469,28151,27160,27705,26391
5512,25243,24503,25222,24451,28149,27175,27717,26388
5513,25258,24500,25222,24458,28152,27174,27717,26391
5514,25244,24496,25220,24470,28154,27192,27698,26391
5515,25243,24488,25223,24457,28151,27182,27699,26382
5516,25249,24495,25226,24475,28159,27168,27694,26376
5517,25249,24494,25224,24474,28157,27171,27698,26377
5518,25240,24489,25219,24470,28149,27184,27700,26398
5519,25236,24508,25209,24457,28142,27183,27693,26395
5520,25239,24503,25222,24458,28148,27197,27695,26395
5521,25241,24503,25221,24462,28150,27201,27695,26408
5522,25237,24500,25215,24462,28144,27178,27684,26419
5523,25240,24491,25214,24462,28142,27182,27695,26415
5524,25235,24499,25223,24467,28146,27178,27702,26406
5525,25249,24485,25220,24471,28157,27169,27691,26401
5526,25252,24478,25221,24475,28151,27179,27683,26402
5527,25253,24483,25221,24475,28152,27194,27692,26388
5528,25255,24486,25224,24492,28142,27160,27694,26392
5529,25247,24493,25226,24485,28142,27168,27690,26401
5530,25236,24487,25222,24478,28133,27187,27693,26378
5531,25239,24495,25224,24461,28131,27177,27689,26381
5532,25252,24487,25227,24459,28130,27171,27694,26400
5533,25251,24479,25226,24470,28128,27166,27699,26399
5534,25253,24489,25222,24461,28135,27166,27690,26400
5535,25256,24497,25222,24469,28142,27162,27681,26400
5536,25253,24496,25227,24479,28139,27158,27679,26377
5537,25250,24501,25218,24473,28139,27154,27677,26360
5538,25248,24501,25211,24472,28120,27153,27672,26363
5539,25242,24491,25209,24469,28121,27148,27667,26370
5540,25247,24484,25222,24464,28119,27152,27665,26376
5541,25243,24485,25228,24456,28119,27152,27676,26354
5542,25247,24484,25217,24462,28120,27156,27663,26347
5543,25252,24499,25221,24460,28116,27143,27667,26357
5544,25253,24502,25224,24457,28120,27132,27684,26357
5545,25249,24488,25223,24466,28126,27140,27683,26359
5546,25248,24482,25219,24458,28127,27140,27674,26358
5547,25252,24481,25217,24464,28127,27126,27667,26356
5548,25252,24490,25228,24471,28116,27139,27671,26378
5549,25246,24490,25223,24467,28103,27123,27673,26382
5550,25254,24499,25222,24469,28109,27127,27678,26378
5551,25249,24485,25217,24458,28109,27137,27674,26400
5552,25246,24488,25219,24463,28116,27155,27668,26384
5553,25252,24500,25222,24478,28109,27143,27656,26363
5554,25247,24497,25216,24482,28109,27134,27646,26369
5555,25251,24503,25214,24475,28111,27125,27660,26373
5556,25252,24495,25220,24479,28091,27106,27668,26360
5557,25258,24500,25214,24474,28103,27112,27661,26379
5558,25246,24493,25216,24472,28097,27128,27657,26386
5559,25243,24479,25219,24471,28087,27121,27663,26384
5560,25244,24474,25220,24462,28088,27124,27660,26373
5561,25245,24474,25222,24457,28099,27120,27649,26361
5562,25242,24483,25216,24466,28094,27118,27651,26367
5563,25245,24492,25212,24467,28093,27115,27650,26371
5564,25257,24491,25215,24455,28086,27118,27649,26343
5565,25247,24501,25222,24457,28083,27119,27637,26327
5566,25246,24488,25216,24459,28084,27123,27629,26302
5567,25244,24490,25213,24454,28085,27113,27613,26290
5568,25248,24494,25213,24434,28079,27114,27618,26288
5569,25248,24496,25219,24451,28084,27110,27623,26304
5570,25245,24492,25215,24466,28076,27111,27603,26296
5571,25247,24485,25220,24473,28082,27082,27606,26282
5572,25254,24483,25224,24471,28086,27090,27600,26272
5573,25248,24496,25225,24473,28096,27091,27617,26263
5574,25246,24491,25220,24474,28098,27097,27605,26266
5575,25246,24491,25215,24472,28098,27103,27612,26279
5576,25247,24498,25221,24470,28080,27094,27615,26280
5577,25245,24505,25215,24461,28076,27104,27608,26270
5578,25249,24488,25212,24470,28076,27103,27598,26264
5579,25245,24484,25220,24460,28073,27097,27602,26265
5580,25244,24487,25227,24469,28085,27083,27596,26261
5581,25247,24492,25222,24457,28077,27072,27598,26255
5582,25244,24501,25220,24459,28073,27070,27599,26250
5583,25244,24508,25228,24462,28064,27077,27597,26261
5584,25240,24490,25219,24467,28067,27069,27587,26255
5585,25246,24478,25224,24467,28060,27072,27592,26254
5586,25251,24499,25220,24471,28060,27059,27587,26260
5587,25251,24511,25216,24472,28059,27054,27562,26261
5588,25254,24494,25218,24471,28046,27057,27562,26235
5589,25255,24494,25213,24470,28061,27046,27569,26237
5590,25238,24489,25215,24474,28054,27036,27583,26296
5591,25241,24487,25228,24468,28051,27039,27646,26537
5592,25257,24492,25222,24455,28059,27044,27787,27199
5593,25255,24496,25225,24465,28065,27043,28069,28527
5594,25245,24494,25215,24461,28058,27048,28451,30646
5595,25242,24482,25220,24466,28047,27035,28772,32657
5596,25246,24492,25219,24481,28044,27046,28915,33815
5597,25255,24481,25217,24464,28042,27052,28960,34291
5598,25254,24473,25212,24472,28043,27051,28964,34437
5599,25247,24486,25211,24467,28047,27043,28950,34395
5600,25246,24487,25217,24471,28048,27059,28886,34096
5601,25242,24487,25214,24471,28048,27057,28717,33353
5602,25251,24483,25208,24485,28038,27040,28396,31801
5603,25253,24488,25216,24462,28040,27048,28003,29605
5604,25255,24483,25210,24472,28042,27061,27726,27737
5605,25256,24491,25215,24460,28040,27055,27607,26776
5606,25239,24491,25220,24473,28037,27056,27574,26403
5607,25241,24489,25224,24468,28039,27056,27571,26260
5608,25244,24486,25227,24468,28042,27037,27558,26216
5609,25249,24475,25221,24477,28037,27047,27556,26237
5610,25248,24480,25221,24466,28047,27053,27558,26252
5611,25248,24494,25208,24449,28041,27052,27559,26257
5612,25248,24502,25211,24465,28028,27043,27556,26238
5613,25252,24496,25218,24462,28036,27033,27559,26222
5614,25246,24494,25219,24463,28040,27040,27552,26218
5615,25253,24500,25213,24479,28043,27021,27540,26215
5616,25251,24503,25212,24480,28036,27016,27548,26210
5617,25249,24482,25208,24472,28032,27030,27553,26204
5618,25249,24487,25215,24458,28034,27041,27560,26205
5619,25242,24489,25229,24463,28030,27028,27561,26223
5620,25245,24506,25228,24456,28030,27021,27552,26236
5621,25251,24496,25225,24452,28033,27025,27553,26213
5622,25246,24492,25221,24466,28027,27040,27539,26200
5623,25239,24487,25222,24464,28021,27035,27543,26194
5624,25244,24488,25222,24459,28029,27034,27557,26202
5625,25249,24501,25218,24469,28034,27042,27551,26189
5626,25246,24492,25214,24465,28026,27047,27545,26199
5627,25241,24474,25222,24457,28025,27046,27546,26219
5628,25256,24485,25232,24457,28016,27053,27547,26230
5629,25258,24482,25226,24456,28024,27033,27540,26201
5630,25251,24485,25222,24461,28018,27023,27537,26206
5631,25248,24466,25221,24476,28005,27029,27532,26233
5632,25242,24491,25220,24473,28009,27050,27533,26248
5633,25249,24503,25225,24455,28010,27033,27534,26242
5634,25250,24487,25226,24452,28010,27028,27528,26231
5635,25244,24485,25225,24460,28009,27028,27516,26223
5636,25244,24487,25219,24463,28004,27017,27517,26220
5637,25251,24502,25221,24469,28006,27003,27530,26218
5638,25248,24508,25222,24463,28000,27010,27540,26216
5639,25248,24502,25224,24458,27995,27028,27528,26204
5640,25251,24499,25214,24459,27996,27027,27519,26195
5641,25244,24496,25221,24457,27992,27019,27522,26199
5642,25246,24493,25225,24461,27991,27003,27523,26207
5643,25247,24494,25224,24459,27980,27020,27528,26204
5644,25248,24496,25227,24482,27979,27018,27523,26208
5645,25249,24496,25227,24466,27980,27015,27523,26212
5646,25249,24493,25222,24462,27984,27011,27520,26217
5647,25255,24503,25216,24469,27985,27006,27517,26220
5648,25261,24494,25214,24478,27983,26987,27516,26212
5649,25254,24488,25214,24475,27987,26998,27517,26191
5650,25247,24496,25210,24459,27992,27007,27514,26185
5651,25250,24507,25214,24462,28001,27005,27522,26178
5652,25249,24507,25218,24466,27998,26997,27527,26193
5653,25256,24489,25223,24467,27995,26994,27519,26190
5654,25246,24491,25218,24469,27985,26983,27504,26193
5655,25258,24485,25222,24464,27990,26980,27508,26198
5656,25246,24486,25228,24452,27984,26991,27509,26196
5657,25261,24484,25230,24456,27991,26989,27521,26193
5658,25246,24500,25215,24465,27982,26978,27515,26206
5659,25250,24499,25214,24461,27974,26974,27507,26195
5660,25253,24494,25227,24461,27978,26982,27507,26180
5661,25264,24498,25219,24467,27971,26965,27501,26162
5662,25252,24509,25218,24471,27975,26962,27503,26169
5663,25251,24512,25212,24478,27971,26955,27493,26173
5664,25251,24523,25220,24465,27970,26939,27479,26157
5665,25252,24505,25218,24459,27973,26920,27478,26157
5666,25244,24488,25218,24465,27960,26913,27478,26167
5667,25246,24496,25221,24464,27956,26887,27494,26170
5668,25247,24509,25219,24479,27953,26892,27487,26168
5669,25251,24504,25219,24484,27953,26900,27480,26169
5670,25244,24512,25221,24480,27948,26902,27479,26160
5671,25245,24492,25225,24474,27949,26891,27491,26156
5672,25241,24495,25226,24471,27950,26880,27492,26156
5673,25242,24494,25217,24463,27946,26887,27484,26152
5674,25248,24497,25216,24464,27935,26879,27477,26144
5675,25254,24492,25221,24474,27935,26891,27466,26152
5676,25245,24491,25213,24466,27938,26908,27475,26163
5677,25249,24502,25222,24457,27946,26917,27470,26156
5678,25248,24497,25214,24459,27946,26935,27461,26155
5679,25250,24489,25214,24473,27946,26925,27461,26149
5680,25250,24479,25215,24480,27941,26951,27461,26146
5681,25251,24474,25225,24468,27946,26948,27468,26142
5682,25243,24488,25218,24470,27958,26925,27459,26144
5683,25246,24487,25222,24468,27942,26930,27458,26131
5684,25244,24488,25227,24481,27935,26940,27462,26124
5685,25241,24490,25227,24461,27933,26938,27459,26119
5686,25233,24506,25220,24451,27928,26950,27439,26126
5687,25241,24509,25218,24453,27931,26945,27431,26115
5688,25240,24496,25218,24480,27938,26944,27448,26118
5689,25242,24498,25222,24478,27938,26937,27441,26112
5690,25234,24494,25212,24470,27929,26941,27447,26109
5691,25248,24496,25218,24467,27928,26927,27441,26104
5692,25242,24494,25219,24468,27935,26923,27436,26110
5693,25243,24489,25225,24478,27932,26921,27442,26125
5694,25248,24480,25218,24481,27925,26927,27439,26117
5695,25243,24470,25217,24478,27921,26941,27441,26124
5696,25248,24478,25223,24478,27925,26940,27453,26116
5697,25249,24485,25215,24464,27924,26927,27455,26117
5698,25246,24498,25222,24465,27930,26919,27442,26113
5699,25254,24489,25220,24482,27922,26922,27444,26107
5700,25247,24486,25216,24497,27923,26912,27434,26118
5701,25247,24482,25224,24493,27927,26920,27430,26108
5702,25239,24488,25213,24473,27923,26928,27434,26097
5703,25251,24496,25221,24483,27922,26931,27442,26094
5704,25247,24487,25222,24473,27924,26909,27439,26116
5705,25252,24506,25223,24465,27913,26910,27449,26121
5706,25258,24504,25222,24471,27904,26909,27433,26106
5707,25258,24483,25229,24471,27903,26905,27437,26109
5708,25241,24494,25225,24467,27922,26904,27447,26100
5709,25247,24493,25220,24466,27911,26911,27436,26073
5710,25245,24484,25216,24480,27907,26914,27425,26079
5711,25240,24483,25224,24481,27905,26917,27426,26074
5712,25240,24484,25224,24480,27899,26898,27433,26076
5713,25246,24481,25226,24484,27902,26893,27430,26074
5714,25242,24493,25217,24467,27887,26912,27416,26073
5715,25243,24493,25224,24466,27891,26913,27425,26065
5716,25240,24494,25226,24476,27890,26914,27420,26047
