point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
10930,11147,11340,8315,8675,25256,24498,25226,24477
10931,11144,11329,8317,8672,25257,24494,25225,24487
10932,11144,11329,8317,8657,25256,24489,25222,24479
10933,11144,11327,8318,8669,25255,24496,25221,24477
10934,11153,11337,8324,8667,25255,24506,25227,24469
10935,11152,11345,8323,8666,25256,24506,25229,24455
10936,11143,11350,8315,8661,25258,24500,25224,24452
10937,11145,11353,8312,8660,25259,24505,25221,24460
10938,11141,11343,8316,8676,25262,24518,25226,24477
10939,11141,11344,8320,8668,25256,24503,25228,24490
10940,11143,11348,8318,8667,25254,24500,25223,24468
10941,11149,11350,8316,8664,25257,24498,25222,24458
10942,11155,11344,8318,8660,25252,24506,25228,24458
10943,11150,11345,8318,8651,25254,24520,25226,24463
10944,11145,11345,8318,8657,25256,24511,25222,24465
10945,11143,11361,8311,8666,25250,24505,25217,24467
10946,11143,11357,8314,8673,25248,24505,25222,24479
10947,11144,11346,8317,8670,25252,24492,25223,24465
10948,11145,11335,8317,8661,25251,24480,25217,24469
10949,11144,11345,8316,8664,25249,24489,25220,24468
10950,11143,11356,8314,8660,25249,24496,25223,24460
10951,11142,11346,8314,8668,25256,24489,25224,24465
10952,11143,11340,8317,8674,25259,24495,25222,24464
10953,11148,11348,8308,8679,25260,24484,25224,24472
10954,11143,11352,8307,8655,25251,24491,25227,24478
10955,11140,11350,8307,8647,25254,24508,25228,24476
10956,11136,11347,8308,8648,25247,24491,25220,24464
10957,11143,11350,8319,8655,25246,24493,25216,24443
10958,11150,11346,8320,8662,25250,24503,25225,24447
10959,11148,11352,8318,8661,25258,24498,25227,24473
10960,11147,11353,8319,8663,25255,24500,25226,24476
10961,11149,11354,8321,8675,25257,24507,25227,24469
10962,11145,11355,8320,8681,25254,24497,25223,24471
10963,11145,11332,8319,8644,25249,24484,25221,24475
10964,11144,11329,8316,8654,25251,24490,25223,24482
10965,11143,11346,8310,8644,25254,24500,25223,24479
10966,11140,11348,8308,8643,25257,24506,25223,24473
10967,11141,11342,8311,8660,25264,24505,25232,24473
10968,11145,11330,8312,8669,25268,24505,25228,24470
10969,11143,11340,8314,8675,25263,24499,25229,24481
10970,11154,11347,8315,8678,25261,24494,25231,24475
10971,11149,11352,8312,8666,25265,24505,25226,24464
10972,11145,11358,8309,8657,25254,24513,25217,24467
10973,11149,11354,8319,8662,25247,24515,25221,24474
10974,11144,11353,8321,8682,25246,24500,25230,24473
10975,11141,11350,8319,8674,25257,24514,25234,24468
10976,11142,11356,8312,8673,25256,24497,25224,24487
10977,11146,11354,8316,8666,25255,24488,25226,24474
10978,11148,11370,8327,8665,25254,24496,25228,24475
10979,11144,11355,8322,8663,25251,24512,25229,24462
10980,11144,11351,8313,8657,25252,24516,25231,24466
10981,11147,11355,8306,8658,25255,24520,25226,24467
10982,11146,11359,8312,8675,25253,24504,25229,24473
10983,11146,11361,8321,8666,25251,24490,25230,24474
10984,11146,11341,8322,8672,25254,24480,25226,24494
10985,11146,11349,8317,8676,25261,24475,25226,24479
10986,11150,11343,8307,8682,25259,24477,25227,24474
10987,11150,11339,8315,8670,25251,24483,25229,24466
10988,11151,11344,8314,8667,25250,24491,25227,24463
10989,11145,11346,8315,8673,25248,24498,25226,24468
10990,11141,11352,8312,8675,25253,24497,25221,24477
10991,11142,11343,8306,8666,25258,24506,25223,24467
10992,11142,11347,8315,8654,25253,24504,25231,24472
10993,11147,11350,8322,8647,25253,24498,25228,24465
10994,11146,11351,8321,8663,25252,24506,25226,24476
10995,11142,11351,8317,8679,25249,24504,25227,24479
10996,11147,11350,8315,8687,25252,24502,25219,24473
10997,11146,11354,8316,8679,25257,24513,25223,24466
10998,11145,11342,8316,8665,25258,24526,25225,24472
10999,11140,11341,8314,8668,25255,24504,25226,24468
11000,11135,11341,8311,8671,25252,24508,25222,24482
11001,11139,11341,8311,8665,25256,24513,25222,24483
11002,11142,11345,8312,8659,25261,24494,25223,24480
11003,11140,11337,8313,8676,25260,24505,25228,24477
11004,11143,11350,8308,8671,25253,24500,25226,24459
11005,11149,11344,8310,8668,25250,24498,25226,24460
11006,11146,11348,8317,8668,25252,24489,25227,24481
11007,11144,11351,8320,8665,25259,24480,25226,24493
11008,11145,11358,8316,8652,25254,24491,25219,24506
11009,11141,11355,8316,8665,25250,24493,25223,24476
11010,11144,11355,8317,8672,25248,24504,25227,24458
11011,11147,11354,8315,8661,25260,24505,25223,24465
11012,11144,11344,8313,8668,25257,24496,25224,24469
11013,11145,11344,8316,8673,25252,24509,25223,24476
11014,11142,11349,8318,8665,25255,24497,25222,24475
11015,11147,11342,8312,8654,25254,24488,25218,24477
11016,11142,11349,8304,8661,25250,24496,25221,24481
11017,11142,11349,8307,8680,25248,24486,25228,24472
11018,11141,11346,8310,8674,25246,24494,25234,24481
11019,11147,11336,8313,8660,25246,24492,25227,24475
11020,11141,11341,8314,8662,25248,24484,25221,24468
11021,11141,11345,8315,8654,25250,24480,25222,24464
11022,11148,11346,8311,8661,25254,24490,25227,24465
11023,11146,11342,8309,8659,25256,24504,25227,24480
11024,11145,11361,8315,8675,25257,24509,25224,24482
11025,11141,11368,8321,8683,25257,24504,25223,24456
11026,11136,11356,8318,8678,25258,24502,25220,24454
11027,11137,11347,8310,8653,25257,24492,25222,24442
11028,11138,11341,8309,8662,25252,24488,25222,24450
11029,11145,11350,8310,8671,25246,24485,25222,24463
11030,11148,11361,8319,8670,25260,24505,25222,24460
11031,11148,11355,8324,8661,25263,24492,25224,24453
11032,11143,11356,8318,8679,25254,24496,25223,24467
11033,11140,11342,8320,8673,25250,24487,25228,24483
11034,11137,11351,8314,8681,25252,24490,25238,24481
11035,11140,11344,8315,8671,25256,24496,25229,24481
11036,11141,11333,8317,8669,25254,24500,25224,24478
11037,11136,11356,8316,8662,25253,24495,25221,24467
11038,11145,11385,8311,8666,25256,24484,25231,24479
11039,11146,11374,8316,8662,25262,24487,25231,24470
11040,11145,11358,8312,8668,25261,24497,25225,24470
11041,11140,11355,8310,8672,25259,24498,25224,24478
11042,11135,11368,8307,8678,25259,24499,25227,24460
11043,11141,11351,8308,8672,25252,24498,25225,24474
11044,11141,11345,8314,8668,25246,24493,25223,24473
11045,11142,11338,8322,8667,25246,24492,25227,24467
11046,11140,11358,8319,8669,25250,24500,25226,24478
11047,11144,11357,8318,8663,25257,24503,25225,24468
11048,11144,11345,8312,8664,25254,24487,25222,24461
11049,11141,11355,8316,8671,25255,24508,25228,24469
11050,11143,11374,8320,8680,25254,24518,25226,24466
11051,11140,11355,8328,8666,25248,24494,25225,24475
11052,11142,11343,8321,8659,25248,24505,25221,24472
11053,11142,11349,8312,8665,25252,24492,25227,24465
11054,11138,11353,8312,8665,25252,24496,25226,24470
11055,11141,11345,8319,8673,25256,24490,25229,24477
11056,11138,11347,8314,8671,25254,24485,25225,24473
11057,11143,11347,8310,8669,25254,24510,25222,24459
11058,11146,11343,8310,8685,25251,24522,25221,24470
11059,11140,11338,8315,8676,25253,24524,25220,24472
11060,11138,11344,8322,8668,25248,24515,25225,24484
11061,11141,11351,8319,8657,25251,24508,25221,24480
11062,11150,11350,8320,8666,25253,24494,25227,24479
11063,11146,11347,8316,8653,25259,24495,25228,24477
11064,11140,11348,8314,8668,25257,24501,25225,24476
11065,11144,11354,8311,8674,25251,24500,25219,24478
11066,11143,11357,8314,8666,25250,24493,25225,24479
11067,11140,11345,8313,8669,25261,24496,25227,24481
11068,11136,11344,8317,8664,25264,24511,25222,24493
11069,11138,11334,8314,8677,25259,24516,25223,24486
11070,11140,11343,8312,8674,25253,24509,25226,24472
11071,11145,11348,8316,8667,25250,24504,25232,24465
11072,11139,11343,8318,8664,25255,24504,25224,24465
11073,11145,11329,8316,8675,25251,24509,25226,24480
11074,11145,11344,8318,8665,25249,24502,25229,24480
11075,11143,11349,8318,8666,25249,24483,25224,24464
11076,11142,11351,8305,8659,25254,24494,25222,24466
11077,11142,11343,8307,8670,25250,24496,25233,24474
11078,11137,11356,8317,8669,25249,24506,25235,24475
11079,11143,11360,8322,8665,25255,24509,25231,24480
11080,11147,11348,8317,8670,25255,24512,25226,24482
11081,11139,11337,8317,8677,25258,24510,25225,24470
11082,11137,11347,8317,8686,25257,24500,25229,24485
11083,11140,11345,8310,8676,25260,24506,25232,24483
11084,11142,11348,8308,8669,25257,24495,25227,24483
11085,11140,11365,8310,8680,25256,24498,25229,24477
11086,11143,11357,8311,8684,25257,24500,25230,24480
11087,11137,11346,8314,8653,25259,24491,25229,24483
11088,11133,11366,8316,8649,25250,24496,25224,24483
11089,11131,11367,8312,8662,25247,24494,25228,24485
11090,11133,11364,8319,8659,25248,24485,25221,24473
11091,11139,11360,8321,8668,25255,24493,25218,24472
11092,11137,11356,8315,8660,25263,24516,25214,24472
11093,11137,11347,8308,8666,25265,24524,25224,24475
11094,11144,11351,8312,8669,25260,24518,25231,24467
11095,11144,11348,8310,8653,25251,24497,25229,24470
11096,11141,11348,8305,8657,25247,24500,25226,24473
11097,11136,11344,8307,8666,25251,24491,25229,24470
11098,11141,11357,8310,8668,25252,24491,25226,24483
11099,11144,11347,8312,8662,25254,24488,25228,24479
11100,11142,11352,8313,8666,25249,24493,25225,24472
11101,11145,11363,8309,8672,25247,24504,25224,24482
11102,11145,11356,8310,8666,25247,24510,25229,24492
11103,11144,11352,8314,8661,25254,24500,25235,24469
11104,11141,11358,8316,8664,25256,24492,25226,24457
11105,11133,11355,8314,8669,25255,24487,25223,24457
11106,11136,11363,8310,8668,25252,24498,25228,24472
11107,11138,11352,8310,8669,25253,24502,25234,24466
11108,11138,11370,8311,8673,25253,24485,25232,24460
11109,11142,11358,8314,8675,25253,24482,25226,24478
11110,11136,11349,8313,8686,25255,24495,25230,24481
11111,11130,11345,8312,8676,25255,24495,25221,24469
11112,11136,11351,8318,8673,25257,24488,25218,24471
11113,11145,11351,8318,8669,25255,24504,25221,24485
11114,11146,11342,8317,8681,25254,24522,25227,24482
11115,11144,11339,8321,8669,25256,24518,25224,24491
11116,11145,11347,8313,8659,25253,24518,25224,24474
11117,11146,11353,8313,8667,25257,24508,25230,24462
11118,11143,11343,8314,8660,25250,24504,25227,24458
11119,11140,11342,8311,8672,25251,24492,25229,24464
11120,11147,11335,8315,8681,25251,24504,25222,24481
11121,11147,11330,8319,8680,25250,24516,25220,24473
11122,11145,11349,8318,8667,25248,24505,25222,24472
11123,11146,11345,8315,8659,25255,24496,25220,24469
11124,11144,11354,8313,8657,25255,24494,25226,24473
11125,11143,11361,8310,8659,25258,24501,25227,24481
11126,11139,11363,8313,8663,25252,24498,25229,24479
11127,11139,11352,8315,8658,25251,24485,25230,24463
11128,11137,11348,8312,8661,25252,24492,25225,24467
11129,11133,11357,8315,8657,25251,24500,25223,24466
11130,11141,11370,8318,8673,25258,24505,25220,24477
11131,11146,11376,8315,8670,25262,24516,25217,24480
11132,11143,11371,8314,8677,25262,24510,25222,24480
11133,11141,11363,8314,8676,25252,24515,25222,24482
11134,11145,11365,8311,8680,25255,24505,25222,24474
11135,11141,11356,8316,8670,25261,24493,25225,24467
11136,11139,11363,8314,8668,25258,24501,25231,24459
11137,11143,11360,8308,8670,25258,24514,25234,24463
11138,11138,11359,8313,8670,25254,24510,25217,24462
11139,11135,11349,8313,8673,25256,24501,25216,24461
11140,11144,11349,8319,8676,25250,24499,25222,24455
11141,11143,11357,8320,8661,25253,24503,25226,24465
11142,11144,11357,8319,8661,25252,24509,25217,24476
11143,11146,11367,8314,8653,25257,24503,25221,24472
11144,11148,11370,8307,8663,25258,24505,25221,24468
11145,11143,11360,8308,8663,25262,24504,25226,24459
11146,11144,11354,8316,8663,25253,24510,25221,24470
11147,11143,11352,8311,8655,25253,24503,25221,24467
11148,11146,11343,8311,8651,25251,24504,25221,24466
11149,11141,11356,8303,8656,25247,24502,25223,24467
11150,11137,11364,8305,8649,25249,24500,25224,24484
11151,11142,11354,8305,8647,25249,24503,25221,24476
11152,11150,11349,8305,8655,25250,24486,25225,24467
11153,11142,11343,8313,8677,25247,24485,25223,24463
11154,11141,11353,8320,8674,25251,24492,25222,24461
11155,11150,11362,8316,8679,25257,24501,25228,24470
11156,11152,11352,8309,8666,25252,24494,25228,24465
11157,11148,11342,8310,8672,25252,24504,25224,24463
11158,11149,11353,8313,8668,25253,24496,25224,24474
11159,11153,11355,8313,8650,25259,24511,25235,24474
11160,11149,11355,8316,8655,25258,24500,25230,24471
11161,11145,11339,8314,8659,25250,24506,25225,24475
11162,11143,11344,8314,8664,25252,24508,25225,24467
11163,11141,11340,8317,8641,25256,24503,25224,24458
11164,11138,11360,8312,8658,25251,24488,25220,24461
11165,11146,11359,8315,8664,25247,24481,25221,24458
11166,11148,11362,8315,8667,25250,24495,25219,24477
11167,11145,11347,8317,8661,25261,24492,25227,24478
11168,11138,11342,8311,8672,25264,24510,25221,24472
11169,11141,11358,8311,8680,25261,24508,25227,24491
11170,11143,11348,8313,8691,25262,24493,25228,24488
11171,11142,11324,8313,8663,25257,24496,25219,24480
11172,11146,11346,8311,8660,25257,24505,25219,24492
11173,11141,11359,8313,8677,25255,24502,25231,24476
11174,11136,11355,8319,8668,25257,24501,25233,24465
11175,11139,11350,8315,8665,25255,24504,25226,24460
11176,11140,11349,8314,8665,25255,24506,25229,24465
11177,11145,11360,8309,8663,25253,24519,25233,24472
11178,11143,11363,8313,8675,25249,24511,25231,24467
11179,11148,11350,8313,8671,25251,24494,25232,24464
11180,11143,11342,8308,8654,25255,24497,25224,24472
11181,11138,11352,8309,8667,25259,24498,25214,24480
11182,11143,11346,8312,8681,25255,24497,25214,24476
11183,11151,11353,8308,8679,25254,24492,25220,24462
11184,11144,11353,8305,8673,25252,24497,25222,24459
11185,11146,11363,8308,8677,25260,24484,25222,24463
11186,11151,11368,8307,8687,25261,24489,25227,24471
11187,11150,11359,8307,8674,25263,24495,25223,24465
11188,11149,11353,8313,8670,25256,24493,25223,24469
11189,11146,11340,8309,8665,25250,24502,25227,24469
11190,11143,11348,8310,8670,25245,24512,25225,24471
11191,11141,11374,8313,8687,25248,24515,25227,24472
11192,11144,11373,8311,8694,25243,24523,25218,24472
11193,11147,11361,8313,8704,25243,24507,25218,24468
11194,11147,11361,8312,8706,25247,24501,25225,24464
11195,11151,11355,8312,8687,25260,24512,25221,24462
11196,11149,11346,8314,8668,25259,24498,25217,24464
11197,11148,11346,8322,8654,25251,24515,25216,24460
11198,11142,11361,8319,8669,25251,24513,25220,24469
11199,11144,11342,8319,8656,25251,24507,25219,24463
11200,11146,11330,8319,8670,25251,24497,25221,24466
11201,11145,11352,8313,8685,25248,24512,25223,24471
11202,11143,11358,8306,8689,25252,24512,25221,24461
11203,11139,11354,8309,8683,25250,24511,25216,24463
11204,11140,11353,8303,8680,25249,24509,25221,24465
11205,11138,11338,8308,8678,25250,24497,25224,24465
11206,11141,11344,8305,8680,25249,24497,25222,24473
11207,11145,11350,8303,8673,25251,24494,25229,24469
11208,11140,11350,8305,8670,25257,24499,25222,24460
11209,11136,11353,8311,8670,25253,24506,25230,24465
11210,11138,11363,8313,8671,25253,24502,25234,24472
11211,11152,11348,8311,8664,25251,24505,25236,24474
11212,11148,11347,8312,8673,25248,24501,25225,24487
11213,11145,11358,8317,8669,25256,24498,25228,24467
11214,11147,11374,8314,8659,25254,24502,25233,24462
11215,11151,11362,8313,8656,25251,24508,25233,24473
11216,11153,11351,8319,8662,25253,24497,25221,24472
11217,11146,11356,8315,8673,25254,24497,25220,24474
11218,11136,11370,8315,8672,25249,24498,25229,24485
11219,11138,11351,8313,8684,25253,24500,25236,24476
11220,11142,11350,8307,8689,25258,24493,25227,24475
11221,11139,11361,8314,8680,25255,24501,25217,24456
11222,11141,11348,8315,8681,25255,24485,25218,24471
11223,11134,11351,8308,8664,25267,24491,25220,24467
11224,11128,11353,8314,8674,25257,24500,25227,24462
11225,11144,11362,8310,8670,25257,24494,25221,24479
11226,11143,11351,8312,8679,25252,24488,25229,24479
11227,11140,11345,8317,8664,25248,24495,25230,24482
11228,11141,11342,8314,8663,25249,24496,25229,24473
11229,11144,11337,8315,8672,25255,24489,25224,24467
11230,11147,11340,8316,8681,25255,24475,25219,24482
11231,11137,11335,8316,8668,25254,24472,25220,24481
11232,11137,11335,8318,8671,25248,24485,25217,24487
11233,11144,11346,8317,8661,25248,24493,25221,24483
11234,11145,11359,8314,8668,25251,24499,25229,24472
11235,11145,11352,8319,8659,25255,24497,25232,24468
11236,11141,11351,8320,8678,25255,24492,25232,24475
11237,11142,11346,8314,8695,25256,24495,25227,24474
11238,11144,11362,8316,8708,25254,24494,25228,24473
11239,11143,11359,8318,8690,25261,24504,25230,24482
11240,11144,11346,8317,8669,25259,24511,25233,24481
11241,11147,11349,8320,8659,25263,24512,25226,24473
11242,11149,11355,8312,8659,25255,24492,25223,24473
11243,11147,11347,8314,8652,25254,24493,25228,24468
11244,11140,11358,8313,8650,25257,24500,25219,24477
11245,11140,11358,8317,8662,25254,24501,25229,24481
11246,11149,11375,8317,8679,25252,24502,25233,24484
11247,11147,11370,8316,8666,25258,24504,25235,24482
11248,11143,11369,8316,8670,25249,24493,25223,24470
11249,11146,11366,8316,8680,25254,24482,25220,24457
11250,11145,11365,8319,8682,25248,24500,25218,24454
11251,11147,11361,8320,8673,25254,24507,25225,24471
11252,11138,11349,8310,8669,25256,24506,25221,24476
11253,11135,11343,8310,8664,25255,24496,25220,24457
11254,11141,11346,8308,8672,25258,24493,25217,24466
11255,11149,11358,8314,8669,25256,24492,25223,24463
11256,11139,11356,8313,8665,25248,24491,25226,24472
11257,11139,11361,8313,8659,25251,24502,25220,24483
11258,11144,11356,8315,8667,25253,24508,25219,24468
11259,11145,11338,8318,8662,25257,24510,25220,24465
11260,11139,11335,8318,8647,25259,24485,25226,24461
11261,11138,11346,8317,8650,25255,24481,25227,24464
11262,11145,11356,8313,8667,25255,24491,25227,24497
11263,11146,11361,8315,8660,25256,24494,25226,24492
11264,11142,11349,8315,8686,25257,24494,25229,24487
11265,11143,11363,8314,8686,25254,24488,25221,24480
11266,11145,11364,8317,8685,25250,24492,25225,24473
11267,11152,11344,8313,8679,25257,24501,25223,24466
11268,11153,11358,8313,8679,25257,24499,25223,24460
11269,11148,11367,8317,8669,25255,24482,25223,24458
11270,11150,11366,8317,8668,25249,24489,25226,24463
11271,11144,11357,8321,8675,25254,24478,25227,24474
11272,11137,11369,8316,8674,25253,24479,25228,24490
11273,11143,11374,8312,8677,25257,24505,25228,24477
11274,11146,11353,8314,8679,25254,24503,25232,24477
11275,11147,11341,8315,8668,25255,24510,25232,24478
11276,11147,11363,8313,8662,25252,24499,25223,24485
11277,11146,11357,8316,8670,25259,24515,25227,24486
11278,11152,11371,8318,8688,25257,24516,25226,24491
11279,11147,11377,8319,8682,25253,24507,25229,24477
11280,11143,11361,8309,8667,25259,24496,25229,24481
11281,11145,11363,8309,8670,25259,24499,25235,24479
11282,11149,11357,8311,8675,25252,24499,25227,24478
11283,11147,11348,8316,8680,25253,24501,25222,24477
11284,11146,11352,8309,8664,25255,24504,25224,24483
11285,11149,11362,8319,8658,25253,24504,25231,24479
11286,11147,11362,8319,8673,25259,24509,25229,24477
11287,11148,11354,8319,8654,25254,24505,25226,24479
11288,11141,11354,8323,8667,25254,24487,25219,24471
11289,11139,11361,8320,8666,25251,24500,25220,24458
11290,11145,11379,8315,8672,25248,24505,25226,24449
11291,11150,11367,8318,8656,25248,24490,25229,24449
11292,11140,11340,8320,8665,25249,24496,25226,24452
11293,11138,11342,8320,8673,25250,24501,25227,24459
11294,11139,11352,8319,8666,25254,24510,25227,24475
11295,11144,11347,8316,8675,25255,24488,25223,24465
11296,11143,11357,8312,8677,25248,24488,25216,24465
11297,11149,11369,8310,8684,25254,24494,25225,24470
11298,11144,11370,8308,8683,25261,24505,25232,24456
11299,11139,11360,8311,8660,25263,24495,25225,24457
11300,11138,11356,8315,8664,25262,24481,25225,24453
11301,11138,11357,8318,8674,25253,24497,25219,24450
11302,11144,11367,8315,8679,25249,24498,25221,24476
11303,11140,11368,8323,8664,25255,24504,25214,24478
11304,11135,11357,8322,8678,25254,24505,25221,24465
11305,11138,11350,8325,8687,25254,24510,25227,24468
11306,11138,11366,8323,8680,25255,24513,25224,24482
11307,11140,11371,8319,8659,25253,24495,25227,24485
11308,11142,11375,8318,8665,25253,24493,25222,24489
11309,11149,11369,8311,8665,25262,24491,25228,24482
11310,11144,11364,8311,8670,25263,24497,25228,24467
11311,11146,11361,8314,8677,25261,24497,25227,24456
11312,11150,11359,8318,8681,25248,24496,25233,24448
11313,11148,11352,8315,8684,25250,24502,25230,24455
11314,11148,11355,8318,8683,25251,24503,25228,24466
11315,11144,11345,8312,8674,25250,24510,25226,24468
11316,11142,11363,8320,8676,25256,24507,25227,24467
11317,11138,11358,8319,8675,25259,24512,25227,24458
11318,11146,11368,8317,8679,25259,24498,25222,24482
11319,11145,11373,8318,8670,25261,24497,25231,24488
11320,11137,11359,8318,8670,25255,24498,25229,24480
11321,11141,11362,8310,8671,25252,24486,25231,24473
11322,11148,11367,8311,8676,25248,24495,25233,24472
11323,11145,11354,8323,8664,25251,24497,25224,24453
11324,11144,11356,8323,8666,25245,24507,25222,24462
11325,11138,11343,8322,8673,25252,24509,25222,24464
11326,11142,11352,8322,8679,25259,24509,25223,24465
11327,11144,11348,8324,8682,25257,24499,25221,24469
11328,11144,11354,8320,8676,25255,24501,25220,24486
11329,11149,11366,8313,8681,25251,24492,25226,24467
11330,11145,11361,8311,8682,25253,24487,25233,24461
11331,11150,11359,8311,8682,25253,24496,25227,24458
11332,11153,11364,8317,8678,25253,24506,25221,24466
11333,11141,11357,8319,8673,25249,24509,25224,24467
11334,11145,11367,8320,8680,25254,24507,25223,24474
11335,11147,11362,8323,8670,25259,24509,25230,24452
11336,11144,11343,8320,8670,25253,24511,25223,24452
11337,11147,11357,8320,8669,25254,24507,25218,24463
11338,11142,11364,8311,8674,25262,24495,25221,24480
11339,11144,11352,8312,8681,25256,24500,25228,24480
11340,11138,11363,8314,8680,25257,24507,25230,24477
11341,11144,11375,8318,8675,25255,24502,25226,24474
11342,11156,11375,8319,8684,25253,24496,25223,24474
11343,11147,11352,8319,8681,25256,24504,25233,24462
11344,11145,11349,8311,8679,25262,24501,25226,24466
11345,11153,11355,8303,8660,25256,24502,25218,24474
11346,11154,11361,8312,8667,25250,24500,25221,24467
11347,11151,11344,8318,8669,25251,24503,25220,24453
11348,11144,11353,8312,8673,25251,24503,25224,24450
11349,11142,11353,8314,8671,25250,24487,25224,24459
11350,11149,11366,8313,8677,25257,24496,25226,24466
11351,11155,11350,8312,8680,25259,24490,25230,24472
11352,11144,11354,8312,8670,25253,24495,25221,24486
11353,11139,11350,8316,8687,25254,24490,25221,24482
11354,11142,11363,8317,8688,25258,24493,25229,24488
11355,11152,11349,8316,8674,25262,24505,25233,24484
11356,11151,11351,8312,8672,25259,24496,25220,24475
11357,11150,11370,8314,8674,25255,24490,25224,24468
11358,11150,11356,8312,8696,25250,24505,25227,24481
11359,11149,11347,8319,8675,25260,24522,25231,24483
11360,11142,11358,8320,8673,25257,24512,25225,24482
11361,11147,11356,8317,8671,25253,24503,25224,24473
11362,11142,11360,8318,8668,25253,24504,25229,24468
11363,11137,11353,8315,8662,25254,24492,25230,24470
11364,11146,11358,8315,8660,25254,24495,25230,24479
11365,11148,11353,8314,8669,25256,24494,25234,24483
11366,11149,11356,8315,8679,25261,24495,25232,24486
11367,11143,11342,8320,8672,25255,24504,25229,24480
11368,11142,11341,8317,8670,25250,24518,25226,24474
11369,11146,11366,8327,8671,25251,24517,25224,24467
11370,11148,11371,8321,8656,25255,24504,25230,24485
11371,11148,11353,8314,8663,25253,24511,25228,24484
11372,11140,11352,8313,8672,25248,24503,25227,24464
11373,11149,11347,8314,8681,25261,24496,25230,24466
11374,11153,11351,8317,8686,25260,24502,25226,24472
11375,11149,11340,8314,8677,25253,24507,25225,24466
11376,11146,11337,8306,8677,25252,24524,25226,24472
11377,11139,11339,8316,8665,25256,24509,25229,24471
11378,11145,11356,8319,8667,25249,24501,25228,24471
11379,11147,11346,8322,8654,25254,24506,25228,24483
11380,11152,11348,8323,8656,25249,24495,25221,24490
11381,11150,11357,8320,8664,25255,24489,25228,24480
11382,11146,11362,8318,8689,25254,24500,25223,24483
11383,11143,11354,8322,8664,25255,24512,25223,24492
11384,11149,11340,8321,8654,25256,24506,25229,24480
11385,11141,11340,8324,8667,25259,24507,25226,24461
11386,11147,11354,8321,8678,25254,24509,25221,24464
11387,11152,11354,8323,8675,25256,24518,25220,24465
11388,11144,11359,8316,8667,25251,24514,25224,24480
11389,11147,11377,8313,8659,25250,24496,25222,24484
11390,11149,11368,8316,8677,25253,24515,25230,24481
11391,11144,11365,8320,8669,25251,24507,25232,24483
11392,11142,11374,8318,8667,25247,24505,25234,24474
11393,11143,11373,8314,8680,25253,24494,25229,24470
11394,11147,11367,8308,8681,25255,24482,25227,24471
11395,11148,11362,8317,8661,25258,24486,25232,24468
11396,11148,11357,8314,8666,25252,24501,25235,24472
11397,11150,11350,8311,8666,25247,24492,25228,24482
11398,11152,11369,8312,8688,25251,24500,25220,24485
11399,11149,11360,8322,8679,25260,24500,25224,24473
11400,11152,11347,8321,8679,25254,24493,25223,24485
11401,11151,11359,8315,8667,25257,24491,25228,24477
11402,11142,11369,8317,8661,25252,24499,25234,24472
11403,11146,11352,8318,8671,25251,24506,25226,24475
11404,11150,11349,8316,8673,25243,24516,25223,24468
11405,11151,11360,8317,8677,25249,24501,25223,24474
11406,11147,11358,8317,8671,25245,24502,25227,24466
11407,11148,11357,8321,8670,25249,24489,25228,24466
11408,11153,11358,8318,8671,25251,24499,25221,24475
11409,11148,11358,8320,8688,25255,24496,25215,24468
11410,11151,11364,8321,8710,25247,24500,25222,24453
11411,11153,11346,8323,8694,25244,24495,25239,24463
11412,11144,11340,8325,8681,25251,24488,25229,24478
11413,11146,11356,8320,8674,25253,24493,25229,24469
11414,11146,11362,8317,8675,25258,24497,25228,24468
11415,11149,11357,8320,8669,25250,24505,25226,24472
11416,11137,11368,8312,8646,25252,24504,25228,24473
11417,11141,11376,8313,8659,25253,24490,25225,24460
11418,11144,11364,8319,8673,25253,24499,25225,24465
11419,11142,11346,8315,8682,25253,24491,25224,24468
11420,11147,11346,8309,8677,25248,24481,25219,24461
11421,11145,11343,8323,8660,25260,24499,25230,24464
11422,11144,11354,8321,8666,25253,24510,25231,24471
11423,11149,11359,8321,8664,25252,24502,25230,24478
11424,11146,11359,8320,8660,25254,24496,25224,24475
11425,11142,11353,8324,8673,25255,24511,25223,24456
11426,11146,11361,8317,8683,25251,24511,25226,24453
11427,11144,11358,8319,8670,25251,24494,25222,24461
11428,11147,11362,8324,8673,25244,24487,25227,24459
11429,11151,11360,8317,8677,25243,24493,25228,24454
11430,11146,11351,8322,8672,25256,24497,25219,24469
11431,11141,11345,8324,8661,25260,24496,25222,24476
11432,11143,11344,8315,8665,25253,24496,25224,24472
11433,11154,11347,8313,8668,25249,24502,25220,24460
11434,11152,11359,8318,8683,25253,24499,25223,24453
11435,11145,11357,8320,8678,25250,24503,25215,24459
11436,11142,11367,8321,8674,25258,24491,25226,24465
11437,11146,11372,8326,8672,25253,24503,25230,24474
11438,11146,11376,8324,8692,25252,24506,25222,24474
11439,11146,11362,8321,8684,25253,24500,25229,24470
11440,11145,11345,8313,8676,25252,24488,25220,24465
11441,11154,11339,8318,8674,25250,24487,25218,24460
11442,11155,11342,8320,8683,25261,24495,25228,24473
11443,11151,11355,8319,8684,25264,24500,25231,24475
11444,11147,11356,8314,8667,25260,24498,25226,24472
11445,11147,11366,8314,8655,25259,24492,25217,24486
11446,11146,11364,8316,8671,25254,24497,25222,24482
