point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
3514,30279,29369,31891,30930,25249,24500,25221,24458
3515,30281,29377,31878,30918,25246,24502,25213,24459
3516,30288,29381,31883,30922,25251,24497,25218,24468
3517,30283,29380,31882,30918,25239,24497,25214,24473
3518,30285,29375,31872,30913,25247,24489,25217,24469
3519,30280,29390,31877,30900,25245,24484,25220,24450
3520,30284,29386,31886,30911,25254,24472,25216,24462
3521,30281,29391,31880,30927,25250,24472,25211,24482
3522,30271,29385,31872,30913,25252,24494,25212,24466
3523,30268,29382,31869,30907,25245,24483,25212,24460
3524,30268,29375,31866,30908,25240,24478,25217,24477
3525,30272,29376,31867,30895,25248,24471,25220,24474
3526,30281,29371,31863,30903,25240,24478,25230,24474
3527,30269,29361,31863,30896,25244,24491,25227,24452
3528,30274,29377,31855,30873,25248,24495,25229,24460
3529,30288,29370,31843,30883,25248,24484,25218,24472
3530,30289,29349,31849,30886,25244,24492,25213,24462
3531,30276,29374,31833,30893,25237,24486,25214,24447
3532,30266,29375,31827,30886,25243,24487,25219,24456
3533,30261,29365,31834,30894,25246,24501,25223,24460
3534,30252,29359,31826,30881,25243,24499,25223,24463
3535,30254,29356,31817,30874,25252,24482,25229,24455
3536,30265,29378,31822,30864,25248,24473,25230,24447
3537,30263,29366,31828,30871,25250,24490,25222,24455
3538,30257,29354,31838,30869,25248,24496,25221,24454
3539,30257,29356,31836,30872,25240,24500,25216,24460
3540,30249,29373,31828,30887,25244,24481,25216,24469
3541,30244,29355,31828,30877,25243,24481,25222,24465
3542,30248,29347,31826,30868,25241,24481,25229,24461
3543,30237,29351,31818,30864,25237,24492,25220,24458
3544,30237,29342,31826,30879,25241,24480,25223,24471
3545,30244,29334,31830,30876,25249,24497,25226,24478
3546,30249,29336,31833,30871,25245,24494,25224,24468
3547,30238,29340,31837,30866,25238,24484,25216,24462
3548,30235,29333,31834,30865,25248,24480,25221,24451
3549,30245,29332,31824,30861,25245,24492,25226,24453
3550,30248,29325,31816,30862,25254,24486,25224,24461
3551,30232,29319,31818,30858,25247,24475,25218,24464
3552,30228,29321,31816,30875,25247,24480,25224,24470
3553,30230,29332,31808,30850,25239,24489,25227,24466
3554,30228,29316,31812,30856,25241,24498,25225,24475
3555,30222,29307,31812,30853,25250,24485,25221,24471
3556,30224,29313,31817,30861,25252,24486,25226,24455
3557,30232,29333,31811,30853,25253,24492,25214,24473
3558,30231,29330,31808,30857,25255,24492,25210,24480
3559,30227,29312,31815,30853,25250,24479,25211,24492
3560,30216,29306,31810,30857,25245,24493,25217,24482
3561,30208,29311,31803,30856,25241,24493,25215,24473
3562,30210,29319,31808,30853,25247,24482,25216,24473
3563,30203,29307,31804,30855,25246,24493,25220,24484
3564,30207,29315,31802,30847,25244,24495,25215,24480
3565,30209,29308,31797,30846,25243,24483,25214,24444
3566,30219,29307,31796,30847,25254,24491,25211,24443
3567,30212,29307,31797,30842,25237,24496,25211,24447
3568,30208,29303,31805,30847,25239,24511,25215,24454
3569,30226,29315,31803,30842,25250,24515,25217,24468
3570,30226,29313,31800,30835,25250,24500,25215,24474
3571,30219,29304,31789,30820,25246,24497,25210,24471
3572,30205,29317,31793,30819,25249,24500,25219,24466
3573,30212,29313,31799,30829,25256,24495,25222,24461
3574,30219,29308,31794,30842,25250,24491,25225,24458
3575,30217,29302,31788,30838,25230,24472,25221,24455
3576,30220,29319,31772,30827,25239,24467,25224,24467
3577,30216,29322,31774,30830,25248,24473,25222,24470
3578,30211,29326,31778,30834,25244,24482,25215,24452
3579,30207,29329,31778,30820,25242,24480,25212,24460
3580,30203,29312,31775,30810,25236,24488,25217,24463
3581,30189,29307,31760,30814,25242,24485,25217,24448
3582,30191,29296,31784,30833,25244,24499,25215,24451
3583,30192,29288,31787,30822,25244,24500,25211,24468
3584,30197,29304,31778,30822,25246,24500,25216,24459
3585,30204,29313,31784,30816,25248,24489,25211,24469
3586,30194,29319,31780,30835,25246,24481,25214,24471
3587,30183,29297,31765,30822,25248,24477,25219,24459
3588,30187,29303,31761,30807,25248,24481,25214,24444
3589,30185,29290,31761,30798,25241,24497,25212,24441
3590,30189,29281,31760,30807,25248,24503,25213,24438
3591,30192,29292,31758,30811,25252,24500,25208,24451
3592,30188,29282,31764,30806,25248,24501,25218,24465
3593,30174,29265,31757,30807,25240,24495,25222,24465
3594,30182,29254,31744,30800,25238,24496,25221,24477
3595,30186,29264,31736,30785,25243,24488,25221,24476
3596,30188,29267,31743,30780,25246,24495,25212,24454
3597,30175,29265,31750,30795,25252,24501,25211,24459
3598,30180,29267,31749,30806,25252,24498,25216,24470
3599,30175,29266,31746,30805,25247,24500,25214,24448
3600,30173,29267,31751,30801,25245,24498,25211,24448
3601,30167,29276,31752,30796,25244,24491,25220,24456
3602,30170,29286,31740,30794,25248,24482,25225,24453
3603,30169,29274,31736,30788,25249,24493,25214,24454
3604,30172,29253,31734,30800,25249,24503,25218,24448
3605,30173,29265,31725,30801,25243,24493,25218,24445
3606,30163,29262,31735,30791,25243,24497,25221,24451
3607,30155,29271,31747,30789,25247,24494,25220,24470
3608,30157,29285,31752,30805,25248,24494,25218,24466
3609,30163,29279,31745,30800,25256,24483,25219,24468
3610,30154,29275,31747,30792,25255,24492,25222,24478
3611,30144,29283,31742,30802,25237,24485,25213,24471
3612,30149,29276,31741,30797,25244,24495,25214,24481
3613,30152,29275,31747,30799,25251,24468,25221,24472
3614,30154,29260,31743,30799,25255,24467,25220,24459
3615,30158,29253,31740,30805,25244,24478,25217,24456
3616,30158,29271,31741,30798,25247,24498,25218,24468
3617,30145,29257,31736,30774,25246,24494,25219,24468
3618,30151,29243,31737,30771,25244,24487,25214,24467
3619,30154,29246,31730,30775,25243,24481,25217,24478
3620,30150,29260,31729,30787,25241,24484,25212,24470
3621,30155,29252,31728,30777,25243,24493,25209,24464
3622,30158,29239,31730,30754,25249,24485,25220,24452
3623,30139,29238,31718,30753,25242,24479,25227,24452
3624,30143,29241,31722,30757,25238,24488,25230,24461
3625,30146,29247,31723,30756,25247,24490,25221,24464
3626,30144,29238,31725,30763,25249,24503,25218,24466
3627,30141,29221,31719,30751,25245,24491,25219,24469
3628,30133,29240,31709,30751,25243,24498,25221,24470
3629,30132,29234,31716,30743,25245,24497,25217,24467
3630,30131,29224,31714,30725,25254,24494,25211,24471
3631,30131,29218,31711,30740,25244,24476,25216,24476
3632,30133,29228,31706,30735,25250,24476,25223,24475
3633,30136,29234,31703,30709,25243,24490,25217,24471
3634,30131,29231,31717,30707,25245,24496,25219,24462
3635,30120,29220,31706,30687,25239,24486,25217,24469
3636,30120,29214,31692,30669,25241,24495,25214,24470
3637,30122,29210,31693,30666,25241,24497,25216,24471
3638,30119,29207,31699,30673,25251,24485,25214,24473
3639,30114,29207,31697,30674,25252,24475,25207,24478
3640,30110,29212,31692,30665,25253,24485,25209,24469
3641,30115,29193,31685,30660,25250,24490,25206,24451
3642,30111,29192,31674,30650,25244,24499,25220,24450
3643,30107,29181,31665,30639,25236,24496,25215,24457
3644,30107,29176,31673,30637,25240,24486,25221,24474
3645,30109,29186,31671,30636,25242,24484,25221,24473
3646,30114,29219,31665,30650,25244,24484,25219,24462
3647,30104,29209,31656,30643,25247,24496,25216,24441
3648,30104,29190,31661,30645,25246,24488,25216,24444
3649,30106,29184,31667,30660,25255,24474,25216,24449
3650,30104,29189,31669,30666,25251,24489,25212,24471
3651,30098,29192,31664,30645,25242,24486,25208,24465
3652,30094,29180,31660,30644,25242,24479,25216,24450
3653,30104,29179,31667,30657,25243,24482,25214,24470
3654,30105,29169,31667,30654,25242,24488,25223,24475
3655,30096,29159,31661,30656,25237,24495,25218,24461
3656,30103,29173,31649,30648,25235,24481,25219,24468
3657,30101,29202,31645,30650,25246,24468,25212,24479
3658,30092,29191,31647,30670,25250,24476,25218,24479
3659,30086,29184,31647,30672,25250,24472,25216,24468
3660,30092,29177,31660,30682,25250,24487,25217,24476
3661,30089,29173,31655,30692,25250,24488,25224,24466
3662,30092,29167,31649,30691,25245,24483,25223,24466
3663,30093,29163,31640,30691,25243,24485,25221,24472
3664,30092,29159,31634,30680,25247,24485,25218,24473
3665,30089,29165,31638,30680,25246,24483,25220,24470
3666,30086,29157,31644,30672,25252,24474,25218,24470
3667,30091,29150,31644,30666,25251,24457,25214,24470
3668,30100,29165,31647,30682,25257,24476,25218,24467
3669,30095,29155,31641,30694,25249,24507,25221,24458
3670,30100,29153,31629,30685,25245,24501,25221,24455
3671,30097,29171,31629,30667,25240,24503,25212,24461
3672,30098,29185,31626,30676,25241,24501,25216,24448
3673,30091,29176,31626,30670,25254,24497,25214,24457
3674,30084,29168,31616,30659,25246,24495,25212,24466
3675,30073,29170,31615,30644,25245,24482,25221,24453
3676,30074,29151,31623,30660,25252,24491,25218,24453
3677,30070,29145,31621,30663,25255,24485,25220,24471
3678,30076,29139,31620,30661,25251,24485,25221,24481
3679,30063,29145,31613,30666,25240,24491,25219,24479
3680,30070,29136,31603,30657,25244,24493,25218,24475
3681,30074,29141,31607,30659,25245,24487,25221,24476
3682,30070,29121,31610,30661,25242,24478,25219,24464
3683,30059,29111,31615,30662,25241,24480,25211,24461
3684,30060,29117,31615,30652,25241,24472,25216,24465
3685,30064,29131,31610,30642,25241,24488,25211,24465
3686,30063,29146,31614,30633,25245,24484,25211,24471
3687,30059,29146,31616,30634,25247,24471,25210,24461
3688,30057,29145,31613,30651,25248,24460,25207,24470
3689,30060,29138,31611,30638,25253,24477,25212,24464
3690,30063,29133,31609,30626,25247,24486,25220,24460
3691,30057,29124,31593,30617,25241,24481,25217,24446
3692,30060,29122,31597,30632,25253,24494,25218,24453
3693,30061,29129,31604,30634,25252,24493,25216,24463
3694,30048,29127,31598,30633,25248,24489,25223,24471
3695,30047,29132,31602,30626,25248,24488,25221,24458
3696,30051,29113,31601,30627,25243,24495,25215,24462
3697,30043,29110,31598,30617,25240,24483,25215,24460
3698,30045,29103,31591,30623,25247,24484,25213,24456
3699,30046,29111,31583,30630,25243,24494,25209,24450
3700,30043,29105,31590,30633,25244,24489,25218,24462
3701,30038,29088,31591,30621,25251,24493,25226,24462
3702,30045,29101,31591,30602,25249,24497,25220,24461
3703,30048,29098,31579,30598,25247,24488,25220,24466
3704,30042,29096,31578,30604,25247,24486,25218,24465
3705,30036,29082,31585,30595,25244,24505,25221,24458
3706,30037,29071,31580,30594,25247,24520,25221,24457
3707,30029,29068,31574,30598,25250,24511,25219,24452
3708,30029,29060,31577,30593,25250,24503,25216,24446
3709,30024,29051,31573,30596,25250,24505,25219,24466
3710,30022,29046,31579,30574,25239,24515,25220,24466
3711,30034,29050,31569,30559,25245,24490,25216,24476
3712,30030,29036,31556,30561,25245,24482,25216,24466
3713,30019,29018,31547,30576,25244,24475,25228,24458
3714,30014,29017,31556,30568,25241,24473,25225,24457
3715,30009,28991,31546,30557,25243,24490,25225,24461
3716,30013,28989,31547,30556,25249,24506,25224,24458
3717,30026,28986,31546,30564,25248,24492,25222,24466
3718,30012,28996,31544,30569,25247,24484,25220,24475
3719,30010,28990,31538,30567,25237,24471,25216,24462
3720,30010,29008,31540,30548,25245,24495,25218,24466
3721,29999,29016,31541,30555,25248,24483,25216,24460
3722,30008,29035,31541,30540,25246,24488,25211,24453
3723,30011,29032,31545,30523,25244,24500,25208,24455
3724,30000,29017,31541,30517,25250,24503,25217,24460
3725,29996,29022,31528,30524,25252,24497,25214,24459
3726,30000,29016,31538,30540,25258,24491,25212,24451
3727,30004,29018,31537,30537,25250,24489,25210,24455
3728,29998,29034,31526,30534,25252,24494,25216,24447
3729,29998,29040,31520,30537,25245,24493,25220,24453
3730,29993,29050,31525,30527,25242,24514,25221,24456
3731,29993,29032,31525,30516,25242,24504,25222,24455
3732,29997,29047,31520,30513,25244,24497,25218,24457
3733,29996,29055,31515,30508,25243,24485,25223,24459
3734,29994,29059,31517,30514,25251,24496,25221,24473
3735,29995,29056,31518,30528,25248,24494,25220,24472
3736,29989,29048,31526,30520,25257,24487,25225,24457
3737,29990,29031,31531,30511,25251,24481,25224,24470
3738,29988,29028,31534,30495,25242,24502,25218,24466
3739,29983,29050,31531,30505,25240,24493,25208,24458
3740,29999,29051,31526,30498,25252,24487,25214,24456
3741,29994,29071,31512,30480,25248,24466,25210,24455
3742,29984,29054,31523,30487,25247,24492,25215,24467
3743,29981,29047,31514,30497,25247,24495,25219,24475
3744,29983,29052,31507,30517,25250,24504,25223,24456
3745,29980,29044,31516,30497,25253,24504,25211,24466
3746,29983,29037,31522,30490,25251,24496,25212,24467
3747,29983,29044,31509,30515,25248,24494,25213,24457
3748,29982,29038,31502,30524,25244,24484,25218,24455
3749,29979,29047,31514,30513,25246,24486,25222,24443
3750,29978,29042,31519,30507,25252,24484,25226,24448
3751,29980,29054,31510,30493,25252,24489,25219,24469
3752,29976,29065,31508,30496,25250,24491,25217,24473
3753,29975,29065,31509,30506,25255,24491,25222,24471
3754,29989,29083,31511,30510,25252,24506,25223,24475
3755,29995,29078,31504,30506,25246,24486,25217,24468
3756,29994,29043,31503,30494,25245,24483,25213,24472
3757,29993,29045,31506,30484,25251,24490,25209,24474
3758,29979,29039,31500,30492,25249,24476,25209,24469
3759,29971,29038,31496,30499,25244,24477,25214,24461
3760,29975,29043,31484,30484,25243,24487,25222,24463
3761,29965,29047,31478,30478,25245,24490,25226,24463
3762,29968,29045,31485,30473,25251,24482,25222,24464
3763,29966,29046,31486,30474,25248,24499,25218,24470
3764,29962,29040,31486,30481,25250,24499,25221,24481
3765,29974,29047,31487,30484,25252,24487,25226,24471
3766,29966,29030,31486,30489,25251,24494,25222,24471
3767,29965,29030,31484,30482,25239,24493,25215,24481
3768,29973,29022,31484,30483,25243,24487,25215,24473
3769,29964,29036,31479,30494,25243,24487,25221,24480
3770,29960,29038,31480,30481,25249,24497,25215,24473
3771,29952,29035,31476,30465,25247,24491,25215,24469
3772,29953,29012,31468,30461,25251,24478,25214,24475
3773,29953,29035,31468,30463,25255,24477,25214,24477
3774,29953,29034,31472,30487,25249,24477,25214,24483
3775,29947,29017,31479,30482,25247,24486,25212,24479
3776,29947,28992,31475,30468,25246,24481,25213,24459
3777,29953,29017,31475,30456,25249,24482,25214,24454
3778,29952,29022,31471,30462,25240,24486,25217,24451
3779,29949,29024,31462,30472,25240,24489,25221,24453
3780,29953,29025,31458,30475,25249,24477,25222,24452
3781,29941,29024,31454,30473,25251,24468,25219,24455
3782,29939,29003,31454,30464,25255,24474,25218,24465
3783,29942,28995,31441,30467,25248,24467,25217,24478
3784,29947,28997,31448,30466,25242,24478,25219,24470
3785,29948,28998,31440,30463,25249,24490,25216,24462
3786,29956,28985,31444,30457,25253,24500,25210,24448
3787,29947,28987,31450,30455,25242,24489,25213,24446
3788,29944,29001,31454,30464,25240,24474,25219,24446
3789,29942,29006,31463,30455,25245,24485,25217,24468
3790,29950,28998,31455,30444,25250,24488,25215,24476
3791,29941,29004,31453,30438,25246,24509,25219,24478
3792,29947,29006,31453,30443,25244,24496,25216,24470
3793,29947,28996,31448,30450,25246,24488,25219,24470
3794,29939,28997,31450,30453,25244,24494,25217,24480
3795,29935,29005,31446,30447,25242,24479,25211,24485
3796,29945,29003,31438,30431,25248,24473,25211,24475
3797,29940,28992,31443,30468,25247,24479,25222,24475
3798,29937,28993,31443,30463,25245,24489,25222,24470
3799,29930,29008,31443,30465,25242,24492,25224,24474
3800,29935,29021,31434,30467,25246,24498,25215,24473
3801,29936,29004,31433,30437,25246,24510,25217,24486
3802,29934,29018,31438,30424,25249,24511,25225,24474
3803,29933,29023,31435,30442,25246,24497,25214,24462
3804,29936,29007,31434,30461,25252,24511,25219,24451
3805,29925,29011,31436,30467,25247,24504,25222,24456
3806,29925,28998,31430,30449,25246,24505,25218,24440
3807,29923,28977,31425,30443,25248,24498,25219,24442
3808,29924,28987,31433,30452,25248,24485,25215,24441
3809,29926,28989,31427,30439,25254,24487,25211,24456
3810,29929,29002,31421,30444,25251,24499,25215,24469
3811,29925,29011,31415,30442,25249,24500,25218,24467
3812,29928,29006,31423,30432,25249,24487,25221,24464
3813,29934,28996,31422,30421,25250,24492,25218,24462
3814,29923,28994,31422,30417,25247,24504,25217,24467
3815,29915,29010,31422,30424,25239,24494,25221,24468
3816,29922,28997,31417,30429,25245,24498,25222,24463
3817,29924,28976,31408,30416,25254,24496,25218,24458
3818,29914,28994,31395,30412,25248,24496,25218,24458
3819,29901,28999,31386,30404,25246,24494,25219,24453
3820,29897,28996,31397,30399,25247,24509,25218,24473
3821,29896,28995,31393,30428,25249,24504,25209,24473
3822,29898,28997,31390,30432,25249,24490,25211,24481
3823,29902,28997,31392,30417,25244,24490,25217,24474
3824,29910,28986,31394,30399,25245,24479,25218,24465
3825,29915,28997,31384,30393,25252,24479,25214,24469
3826,29900,28989,31384,30398,25255,24508,25218,24485
3827,29882,28982,31386,30391,25248,24498,25218,24476
3828,29883,28980,31384,30399,25247,24496,25219,24475
3829,29893,28978,31382,30385,25245,24505,25218,24466
3830,29900,28963,31372,30366,25248,24519,25212,24468
3831,29900,28940,31369,30357,25245,24495,25209,24471
3832,29899,28946,31375,30365,25242,24494,25212,24471
3833,29890,28957,31372,30358,25243,24501,25213,24470
3834,29896,28978,31368,30347,25250,24491,25213,24471
3835,29899,28965,31365,30338,25250,24483,25219,24460
3836,29894,28968,31369,30343,25246,24487,25228,24464
3837,29889,28965,31373,30337,25242,24488,25226,24460
3838,29891,28960,31378,30336,25240,24487,25213,24460
3839,29882,28941,31360,30317,25241,24491,25212,24473
3840,29882,28929,31345,30283,25243,24493,25214,24490
3841,29882,28938,31353,30284,25249,24495,25215,24479
3842,29885,28965,31351,30281,25247,24490,25218,24471
3843,29889,28956,31339,30274,25249,24495,25219,24465
3844,29888,28965,31335,30252,25249,24496,25218,24462
3845,29873,28959,31337,30251,25244,24474,25214,24458
3846,29873,28954,31341,30265,25248,24471,25220,24466
3847,29873,28954,31341,30268,25244,24478,25214,24462
3848,29875,28947,31341,30283,25246,24481,25214,24463
3849,29876,28942,31343,30295,25248,24478,25221,24453
3850,29883,28945,31345,30295,25248,24496,25226,24460
3851,29870,28946,31345,30295,25252,24511,25222,24471
3852,29864,28939,31345,30300,25248,24501,25217,24459
3853,29871,28946,31349,30321,25254,24485,25219,24460
3854,29867,28943,31354,30326,25251,24470,25218,24477
3855,29860,28943,31342,30311,25250,24479,25218,24474
3856,29868,28943,31331,30308,25243,24485,25217,24468
3857,29864,28955,31334,30322,25244,24500,25219,24458
3858,29868,28940,31329,30314,25248,24487,25227,24448
3859,29868,28918,31332,30317,25246,24480,25218,24450
3860,29867,28930,31335,30319,25249,24487,25214,24466
3861,29865,28932,31332,30325,25247,24485,25212,24468
3862,29873,28931,31322,30331,25240,24496,25214,24459
3863,29863,28918,31318,30325,25231,24484,25209,24470
3864,29857,28918,31326,30333,25240,24476,25211,24466
3865,29858,28906,31329,30320,25245,24481,25216,24462
3866,29853,28920,31329,30325,25248,24476,25220,24478
3867,29854,28917,31326,30334,25243,24484,25216,24475
3868,29860,28915,31332,30324,25241,24484,25217,24472
3869,29852,28912,31327,30318,25245,24496,25218,24464
3870,29847,28904,31321,30315,25243,24497,25217,24456
3871,29843,28910,31313,30301,25242,24489,25215,24461
3872,29849,28904,31306,30300,25243,24492,25223,24451
3873,29847,28890,31306,30313,25244,24478,25225,24461
3874,29847,28877,31303,30303,25249,24480,25224,24474
3875,29842,28884,31301,30306,25246,24496,25221,24472
3876,29843,28898,31307,30304,25247,24470,25222,24467
3877,29844,28890,31305,30289,25249,24475,25222,24461
3878,29835,28883,31296,30282,25242,24484,25219,24470
3879,29830,28878,31294,30280,25247,24476,25214,24480
3880,29833,28881,31290,30284,25251,24472,25214,24479
3881,29831,28886,31290,30286,25248,24498,25221,24467
3882,29830,28885,31293,30290,25251,24492,25224,24476
3883,29825,28887,31296,30308,25250,24484,25219,24467
3884,29833,28861,31293,30315,25252,24484,25216,24455
3885,29830,28860,31299,30293,25251,24497,25216,24443
3886,29822,28870,31301,30286,25245,24497,25219,24451
3887,29813,28869,31299,30280,25241,24494,25222,24446
3888,29809,28859,31299,30286,25246,24482,25222,24441
3889,29813,28859,31299,30282,25248,24497,25214,24449
3890,29818,28864,31296,30286,25241,24493,25217,24462
3891,29816,28868,31292,30279,25243,24503,25214,24456
3892,29816,28883,31286,30281,25244,24510,25212,24463
3893,29810,28876,31290,30273,25246,24496,25227,24452
3894,29812,28877,31289,30275,25251,24488,25230,24453
3895,29811,28874,31283,30270,25248,24489,25219,24454
3896,29812,28872,31275,30276,25250,24493,25219,24474
3897,29812,28882,31279,30263,25250,24496,25226,24468
3898,29816,28873,31272,30279,25252,24487,25222,24466
3899,29813,28867,31276,30278,25242,24483,25213,24466
3900,29813,28848,31279,30278,25244,24495,25212,24472
3901,29810,28879,31272,30272,25245,24494,25217,24466
3902,29812,28867,31273,30270,25248,24488,25217,24467
3903,29807,28864,31271,30251,25248,24488,25217,24464
3904,29808,28872,31278,30241,25248,24481,25219,24470
3905,29817,28866,31277,30242,25247,24487,25215,24459
3906,29817,28880,31270,30247,25254,24495,25218,24450
3907,29805,28869,31277,30239,25257,24492,25213,24468
3908,29804,28867,31284,30237,25251,24495,25214,24473
3909,29802,28856,31277,30241,25250,24490,25214,24458
3910,29804,28844,31270,30245,25241,24490,25215,24472
3911,29798,28843,31263,30253,25235,24499,25217,24482
3912,29802,28830,31264,30251,25247,24496,25220,24465
3913,29803,28835,31272,30238,25251,24492,25215,24460
3914,29798,28846,31275,30239,25252,24490,25215,24470
3915,29794,28833,31264,30234,25255,24488,25223,24478
3916,29793,28819,31254,30234,25250,24501,25221,24466
3917,29790,28821,31247,30224,25255,24511,25212,24469
3918,29792,28831,31250,30225,25253,24514,25217,24469
3919,29790,28815,31241,30228,25241,24493,25215,24463
3920,29789,28816,31239,30228,25242,24490,25214,24465
3921,29785,28818,31239,30215,25249,24485,25220,24479
3922,29775,28812,31245,30218,25251,24481,25220,24463
3923,29772,28813,31239,30206,25245,24498,25221,24450
3924,29768,28798,31239,30211,25240,24495,25223,24457
3925,29765,28817,31238,30197,25241,24500,25217,24463
3926,29766,28820,31231,30173,25246,24499,25219,24467
3927,29760,28824,31227,30193,25248,24471,25215,24454
3928,29762,28807,31229,30185,25247,24481,25208,24449
3929,29756,28794,31224,30168,25251,24494,25210,24461
3930,29757,28795,31213,30155,25249,24489,25212,24459
3931,29758,28793,31219,30163,25243,24477,25214,24452
3932,29761,28785,31226,30186,25238,24477,25221,24448
3933,29762,28784,31214,30173,25240,24496,25218,24456
3934,29760,28795,31220,30157,25247,24490,25219,24462
3935,29752,28795,31223,30161,25243,24490,25220,24470
3936,29753,28786,31226,30152,25246,24493,25223,24471
3937,29746,28794,31220,30162,25249,24503,25217,24463
3938,29741,28802,31214,30154,25249,24491,25215,24453
3939,29749,28792,31214,30164,25250,24491,25214,24454
3940,29756,28790,31221,30167,25253,24469,25217,24472
3941,29750,28781,31224,30148,25247,24467,25230,24476
3942,29753,28782,31223,30158,25246,24498,25235,24474
3943,29753,28771,31219,30153,25248,24498,25232,24472
3944,29744,28765,31213,30148,25252,24497,25222,24459
3945,29747,28756,31215,30146,25245,24502,25216,24456
3946,29751,28752,31216,30138,25243,24491,25218,24458
3947,29743,28761,31207,30150,25244,24470,25221,24453
3948,29739,28754,31206,30143,25246,24467,25219,24460
3949,29734,28750,31204,30151,25245,24480,25221,24460
3950,29743,28723,31206,30164,25250,24495,25214,24467
3951,29734,28746,31207,30165,25246,24500,25211,24465
3952,29740,28736,31211,30167,25250,24494,25216,24473
3953,29731,28721,31206,30163,25251,24492,25219,24475
3954,29724,28690,31201,30159,25243,24499,25215,24479
3955,29728,28691,31201,30147,25247,24486,25211,24470
3956,29724,28702,31198,30151,25246,24488,25213,24463
3957,29731,28706,31197,30150,25247,24484,25216,24476
3958,29730,28705,31198,30146,25248,24478,25214,24478
3959,29723,28694,31192,30151,25252,24476,25208,24458
3960,29726,28692,31195,30166,25249,24473,25216,24469
3961,29733,28700,31204,30161,25248,24479,25219,24473
3962,29730,28701,31203,30163,25249,24486,25226,24472
3963,29726,28702,31193,30157,25246,24491,25225,24452
3964,29725,28725,31201,30164,25246,24493,25224,24453
3965,29722,28737,31198,30175,25245,24497,25224,24456
3966,29716,28726,31189,30184,25243,24497,25227,24475
3967,29721,28721,31185,30171,25244,24506,25220,24468
3968,29724,28736,31185,30159,25245,24507,25213,24465
3969,29720,28731,31186,30155,25245,24507,25212,24440
3970,29726,28734,31183,30144,25241,24503,25212,24446
3971,29723,28735,31173,30127,25237,24490,25213,24443
3972,29712,28741,31179,30126,25249,24490,25214,24458
3973,29715,28744,31178,30125,25256,24489,25217,24461
3974,29717,28740,31177,30155,25248,24477,25221,24460
3975,29704,28732,31176,30151,25241,24487,25225,24456
3976,29705,28737,31178,30138,25244,24470,25222,24459
3977,29707,28731,31175,30135,25247,24477,25220,24465
3978,29706,28715,31166,30128,25246,24473,25222,24469
3979,29710,28716,31156,30134,25244,24482,25222,24486
3980,29704,28727,31156,30145,25244,24469,25225,24479
3981,29701,28746,31158,30134,25238,24475,25223,24467
3982,29712,28748,31163,30114,25243,24484,25217,24460
3983,29711,28742,31162,30115,25242,24492,25214,24459
3984,29708,28749,31166,30128,25240,24498,25214,24469
3985,29703,28741,31159,30128,25244,24496,25221,24461
3986,29701,28748,31165,30127,25249,24476,25221,24459
3987,29701,28732,31163,30125,25244,24483,25218,24470
3988,29702,28714,31163,30126,25254,24499,25223,24466
3989,29702,28728,31159,30132,25257,24496,25223,24455
3990,29707,28729,31159,30140,25246,24502,25221,24466
3991,29696,28719,31155,30125,25237,24491,25219,24479
3992,29696,28731,31150,30133,25240,24487,25219,24474
3993,29707,28731,31155,30136,25247,24486,25221,24468
3994,29710,28745,31150,30139,25247,24488,25223,24477
3995,29706,28738,31140,30135,25243,24489,25217,24472
3996,29699,28734,31148,30122,25247,24492,25221,24460
3997,29700,28725,31154,30104,25245,24501,25217,24448
3998,29689,28715,31149,30103,25245,24498,25219,24460
3999,29681,28716,31141,30119,25249,24500,25213,24457
4000,29689,28719,31136,30117,25253,24498,25209,24471
4001,29693,28722,31136,30116,25250,24498,25211,24463
4002,29693,28712,31143,30108,25249,24492,25212,24455
4003,29685,28704,31136,30110,25249,24498,25217,24459
4004,29691,28723,31129,30097,25250,24505,25219,24462
4005,29688,28715,31130,30093,25250,24500,25223,24467
4006,29680,28716,31138,30087,25249,24494,25225,24459
4007,29677,28717,31135,30095,25245,24497,25226,24462
4008,29681,28714,31133,30084,25245,24497,25222,24462
4009,29678,28719,31138,30101,25249,24492,25218,24467
4010,29670,28708,31135,30092,25244,24498,25221,24463
4011,29667,28708,31124,30105,25251,24506,25222,24467
4012,29663,28709,31118,30090,25257,24496,25222,24475
4013,29659,28689,31118,30072,25253,24488,25223,24471
4014,29663,28680,31120,30086,25246,24492,25223,24462
4015,29651,28690,31120,30086,25241,24487,25216,24457
4016,29658,28691,31123,30069,25245,24489,25216,24453
4017,29668,28685,31115,30063,25247,24502,25219,24450
4018,29666,28692,31109,30072,25250,24497,25224,24450
4019,29658,28686,31104,30062,25245,24490,25223,24451
4020,29660,28680,31110,30054,25243,24494,25220,24463
4021,29659,28704,31108,30061,25243,24501,25217,24466
4022,29656,28692,31102,30046,25240,24507,25216,24470
4023,29650,28689,31092,30035,25241,24496,25214,24470
4024,29657,28688,31087,30048,25246,24486,25217,24476
4025,29662,28689,31092,30043,25248,24490,25214,24472
4026,29654,28692,31087,30040,25252,24491,25213,24462
4027,29648,28695,31084,30024,25250,24487,25213,24452
4028,29647,28685,31084,30004,25250,24501,25221,24470
4029,29652,28672,31089,30008,25246,24507,25220,24476
4030,29654,28680,31081,30013,25246,24511,25218,24482
